Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
69248.0,-1.29201195100409,0.369345913304641,2.56428474948044,0.19744081109125,0.409676611977072,-0.141062569839762,-0.0082480040026268,0.136042241992085,0.223684784777237,-0.835801443293175,-1.27146029480613,0.545438029400137,0.984660351219491,-0.762597055388724,-0.434666160902615,0.319370432485586,-0.704195536670645,0.0550722449802615,-0.495506105719576,-0.121658087398437,-0.0381215922802729,0.0320981222818302,-0.435010520438027,-0.0876379654425834,0.506518187316348,-0.473427115696883,0.0140106277400199,0.071720358547514,9.99,0
118661.0,2.20515039332735,-1.69954116881627,-0.165397870916333,-1.55789887721507,-1.6948468472215,0.123275417622284,-1.80033477090579,0.0729810531543074,-0.608817828794686,1.44187233279633,-1.33704016472349,-0.607521572963154,1.06212654204835,-1.03323574965247,0.103457652440548,-0.0024762707847414,0.168334488638133,0.36352173841634,-0.21598942265473,-0.299983108884733,-0.148217158067131,0.0552083249070289,0.315339093567597,0.454065756221218,-0.485936482907365,-0.267075486301833,0.0584445455373334,-0.0196887577882804,44.0,0
139268.0,-1.50249691217281,0.697860801611547,1.44070099616041,-1.75459349764765,-0.185884883464698,0.517159116702055,-0.0188255586398513,0.340071871658947,-0.786060737215633,1.17214123171607,0.280298008069642,0.138196282577011,0.443964872246918,-0.384103338054724,-0.106420173069063,-0.701081247264536,-0.872549078803795,1.87963297817041,-0.625986472843996,0.100490317234052,-0.654809396078081,-1.17058397533025,-0.139813445781359,0.209554064114194,0.371845184086396,0.137352717369753,0.578921972060214,0.388823774553896,33.0,0
108221.0,-0.61161200700946,0.406922252757706,1.23716319116312,-0.46007369206301,0.306468685699275,0.30449347107354,0.241595464409057,-0.201216144739949,2.34341902512803,-0.431464632989214,2.02224667742459,-2.84568509616623,0.432328840605104,-0.323817639476927,-0.653891270564998,1.03927101105721,0.509737796635627,1.42274012686188,-0.6284945560784,-0.114154347725576,-0.259655393859106,0.008651820420439,0.218670976193629,0.52137404989338,-0.79077986498805,0.141073501614272,-0.360550183643537,-0.329649389636605,38.6,0
41233.0,-10.6457996485752,5.9183066586857,-11.6710425949575,8.80736917876038,-7.97550136587277,-3.58680634405361,-13.6167970541448,6.42816934590602,-7.36845129274034,-12.8881582878915,6.85495311388866,-13.2116950297251,1.03561234332246,-13.7789556397675,1.04044835530024,-11.2903278082585,-20.5780220491922,-7.54782411219534,3.11847976563045,-0.0461701790327979,2.57196959291347,0.206809359357246,-1.66780140024191,0.558418754024331,-0.0278978765982558,0.354253781525514,0.273328726801416,-0.152908080809092,0.0,1
113127.0,2.0739499062497,-0.0815780937798386,-1.13415404677085,0.38518665230916,-0.108308319188456,-1.13971996253018,0.152328437300012,-0.301780183760728,0.614593454212487,0.0860831369545456,-0.943873284698446,0.16911932499405,-0.32537857419662,0.349000609411231,0.0962407228731151,-0.0428091837800285,-0.318002497864078,-0.770740121668658,0.204787887882915,-0.247865731679475,-0.304227651347324,-0.759831222556289,0.327671239974824,-0.121778330490909,-0.292445907795955,0.206560906139218,-0.0734880654694493,-0.062464757239045,0.99,0
116345.0,2.13342262734825,-1.67650678644095,-0.868947881941031,-1.60877341837618,-1.36723483675655,-0.24943428569861,-1.29426056212451,0.0209391713028505,-1.25321742442141,1.71915938438082,0.559897054166594,-0.532201533729179,-0.428084760779884,-0.140007435782426,-0.690551339665074,-0.244576270490048,0.257972607498297,0.578540975207408,0.0868625753882682,-0.331325273810591,-0.0833756289046196,0.0436440406717643,0.239618677771428,0.724022065321394,-0.318038372452948,-0.237456180983447,-0.003967920530269,-0.0405385076457716,75.0,0
60697.0,-3.35466424321331,-3.47601059781647,1.83292902364774,0.0077070054457949,3.83193575093218,-3.63262951762376,-1.60924008477558,0.0632272123959357,0.3966645713791,-0.382301536231138,-1.0813945177947,-1.04516009657459,-2.44782968321579,0.42488198773236,-0.148521217990973,-0.151831065653213,-0.12265789613307,-0.313710492683733,-0.308281159818316,0.842565358440426,0.204965599432034,-0.476828807174608,0.33124756613159,0.381609350205338,0.644643248683889,0.960332590623256,-0.40170463440347,-0.116874387100277,2.0,0
79429.0,1.26293298662814,0.198820714164438,-0.172707766999499,1.06027310640762,0.571527178262073,0.631235349299439,0.0664982060908326,0.0512592034573156,0.324918988652687,-0.134835397705427,-1.71912562155648,0.284902638378501,0.522903366355723,-0.0994807950335823,-0.0363630436050626,-0.333903819043009,-0.268779251581372,-0.571432819279031,0.157150424605811,-0.117894041334102,-0.188943985528928,-0.280988046772815,-0.240292218091455,-1.2963019432983,0.863777699268806,-0.227389465746116,0.0406411470286865,0.0027862952100878,8.78,0
84367.0,1.16578601022248,-0.535313938182124,0.943640806214649,0.485189946962294,-1.14563569684952,0.0929659022125488,-0.889469641599037,0.252247435327226,-0.886975221948369,0.988153338808707,1.2382043558245,0.114021979209377,-0.853634161781284,0.426875661546999,0.730258720224968,-1.14745247205428,-0.191333086198581,1.66122756556809,-1.53080855644223,-0.585584095282493,-0.152340813642282,-0.032837060975624,0.0522953710165313,0.162113721470312,0.212699579807155,-0.298422760953756,0.0711071610876191,0.0273723685208643,29.0,0
65420.0,1.12474995192374,0.198671462708602,0.742535666641975,1.13950179370676,-0.53401787276654,-0.728817167530518,0.03962689173255,-0.168427969033518,0.0537167174637714,-0.0831411538459973,-0.185195268779683,0.736909914260426,0.963677725874357,0.0658367269526077,1.07897658244903,0.338393238856556,-0.596496431455392,-0.291113218628118,-0.388808464101704,0.0153035150534678,-0.154514594126277,-0.510020327341776,0.0624474864326731,0.361768215110323,0.311269917945839,-0.630617166264295,0.0342916948973976,0.044317559444753,49.99,0
84694.0,-4.86810843844627,1.26441977404559,-5.16788542660662,3.19364784504611,-3.04562137708228,-2.09616609885545,-6.44561018266068,2.4225355920307,-3.2140554159387,-8.74597261185534,5.41604190908794,-8.16412507731485,-0.165010607208302,-10.1935303551514,-1.89521031032574,-7.36047460938421,-14.6687710766351,-4.87711900477519,1.38560952778492,0.66730977994879,1.26920538901712,0.0576572516592633,0.629307399675982,-0.168431773502721,0.443743902404587,0.276539471570389,1.44127396787951,-0.127943726430018,12.31,1
64518.0,-1.24540357446993,-0.645923282875088,1.25235186612299,-1.70346822374609,1.13908233898764,-1.35658932056416,-0.0051337698058184,-0.0049548235561261,-2.04105478465873,0.119171825238787,1.71711934157814,0.340194692890474,0.507614992052773,0.118392286929954,-0.781444764181956,0.715912856122338,0.204229738966855,-1.58939802022348,-0.157799633003476,0.320448163571893,0.451356848835665,0.871557254260796,-0.144497843941409,0.266307946377168,0.461006602613518,-0.24484011122464,0.0028122795113014,0.0859883807591112,12.0,0
28401.0,-1.62746791534242,0.348115212641784,2.10440098438919,-0.506252391349851,-0.448379668792678,0.746848944365113,-0.474957312521185,1.10619324575033,0.0202036794244662,-0.905177355413465,0.95951002065502,0.356045675456186,-1.32228098706685,0.345216881154247,0.013248644500709,0.256949000340848,0.0292301905687649,-0.0956618107434215,-1.16736594399488,0.0001340600971611,0.280526692300732,0.655258921190257,-0.141389224683933,-0.276312046463964,0.216518020588662,0.555324906220277,0.152653032944193,0.0007445378389839,50.0,0
82302.0,1.10393605728753,-0.229618385177745,1.46953978318497,0.463273067858742,-1.08035861520197,0.246525521249298,-0.98057685789482,0.335484844479705,0.458202357877755,0.0048406502386213,1.71944790715328,1.0995851458043,0.315781022821012,-0.030857305431358,1.10797123606256,0.682012910791543,-0.585857282668493,0.35356148017523,-0.725868900834777,-0.088814669050541,0.310917985898372,0.968447445718808,0.0137824384130374,0.295070457243969,0.0658676337593937,0.576648707308283,0.0285270309004417,0.0191968611390624,3.5,0
115228.0,0.0377108400542569,0.821213781038234,0.279699709719401,-0.588107943973792,0.382371249048134,-1.05035177801144,0.964765807378535,-0.150607358957779,0.0379682995352159,-0.403824717377411,-0.971247847990686,-0.13941369301663,-0.551340676525643,0.228751835917793,-0.294910533943021,-0.125483275051425,-0.320475153123461,-0.768960960844235,-0.15218221113106,-0.0811244338347759,-0.261229430780834,-0.593124502029946,0.0830895711321556,-0.0354229781838442,-0.523235938491116,0.145269960391034,0.246741295415124,0.0955904693969875,3.57,0
152179.0,-2.2942344937595,-1.15950976273699,-0.0932332840847983,-0.147943316704049,1.47549097439159,-1.46339016392731,0.624176371538639,0.0709294066105414,-0.243434911092643,-0.144874405475931,0.810180265737106,1.21014032080488,0.49729048843106,0.256878565145792,-1.31024531891241,-0.0901659843722902,-0.508129730157409,-0.344050679837911,0.388675185364042,-0.327222605506647,-0.225176436902983,0.155746434834767,1.82496460932439,0.0127128676898718,-0.436416515119232,0.169253258695375,0.253090096721067,-0.23886463369614,52.27,0
134275.0,2.00826095410817,0.147239894760733,-1.74365115486472,1.18584897336489,0.658762128927594,-0.600166330922984,0.523581418325337,-0.236817148964845,-0.0017471947078522,0.431887598560225,0.336775299034365,0.779057363503883,-0.469919704525741,0.745416044172356,-1.1684943767803,-0.417263182750136,-0.511330532434956,-0.0108765446816113,0.216627030695861,-0.284394674344276,0.0749116423679188,0.396038064716753,-0.0637657117218979,-0.46565490929271,0.473650243839372,-0.481849042878619,-0.020788239310859,-0.0761671948903622,11.42,0
